,output_esp,output_eng
553,"🇺🇸🗳 #Trump vs. #Biden este 3 de noviembre. Sigue la mejor cobertura de las elecciones de Estados Unidos por .   ","#Kamala #Harris could be the ultimate #NASTYWOMAN"". #Trump is right to be scared shitless of her. #VicePresidents are often given a special portfolio &amp; with her successful stints as a prosecutor, city attorney, and state attorney general is the ideal… 1/2  
"
554,"Se hunde el barco! Los Republicanos comienzan a abandonar a #Trump, el Senador por Nebraska #BenSasse  critica duramente a Trump en una llamada con constituyentes.   
","It is time for #Americans to #vote to rebuild their hope &amp; the future for their families. The alternative is going to hell with #Trump. A living hell.   "
555,"🙋 Comentarios 🙋 Dice que donde las dan las toman.  Twitter restringió temporalmente la cuenta de campaña electoral de #Trump, de manera que no pudo hacer publicaciones, a raíz de un video sobre el hijo del candidato presidencial demócrata Joe Biden.   
","Eewwwwww 🦠 sharing #TrumpVirus is🤮                  "
556,"¿Qué es la conspiración 'QAnon' por la que le preguntan a  en el foro?  #Trump dijo no entender ni saber de qué se trataba, aunque ha compartido en Twitter información sobre esta desbancada teoría de conspiración.  ➡️      
","  I’m gone the minute the election is settled! NEVER AGAIN! #Twitter can follow the same route that the NBA and NFL have been shown! Straight down the toilet! They think they’re too big to fail. So did the NBA and NFL! How’d that work out?   "
557,"“No sé, ni siquiera me acuerdo”: #Trump responde si le hicieron la prueba del #COVID19 antes del primer debate  👉🏻       
"," speaking like a progressive the same people who voted for someone else in 2016 or didn't and now they got #Trump and then they don't want to take no blame.."
558,"Cuestionamiento del #liderazgo internacional de #Trump, defensa de los derechos del colectivo #LGTBI y llamada a la transparencia de los test #COVID__19 de su rival en las  en el último tramo del #townhall de #Biden en .  
"," “We have reviewed Joe #Biden’s official schedules from the time &amp; no meeting, as alleged by New York Post, ever took place,” campaign spokesman Andrew Bates said. newspaper offered no proof the meeting took place but cited unverified emails given by surrogates (Rudy)of #Trump.
"
559,"#Trump dice que lleva años denunciando el supremacismo blanco y a los antifascistas ""dirigidos"" por los demócratas  
","It’s gonna be some fuck shit if #Trump wins. It’s gonna be some fuck shit if #Trump loses."
560,"Redoblan medidas de seguridad en Miami por visita de Trump y Pence -       ","  After #Trump called your wife UGLY Ted, perhaps you felt compelled to do so. 😎😎
"
561,"Papa trump manda a invadir ya esta mierda , mira los gochos podemos ser independientes de todos los Venecos y ser una provincia de USA, nos tienen azotados con la luz otra vez esta semana.      
","#Iowa billboard tells it like it is opposite the airport where #Trump held a rally on Wednesday. Sign was placed by .         "
562,"#Trump afirma que las conversaciones estancadas para un nuevo cheque de ayuda son una táctica de “negociación”  👉🏻       ","#Trump's lies continue to chase him down the drain and into the swamp. C'mon #Trumplings, wake up! He and his cronies (   ) have sold our country out.       
"
563,"Es notable el grado de delirio que tiene el discurso de #Trump, sus respuestas son altisonantes y autoreferenciales. Pero es más preocupante la necesidad de la mitad del electorado estadounidense de votarlo, justificando sus desvaríos como ""menores"" en comparación con sus logros
","  #maga #Trump2020  I want my #Trump #economy back. #joeBiden #corruption is NOT taking  That from us! He took millions from #china #ukraine. Sold us out #ohio #Pennsylvania #ny #newHampshire #florida  #bidenHarris are "
564,"|#DiarioLibreUSA | Trump luce evasivo y Biden errático en respectivos eventos Más detalles aquí         ","#COVID19 : #Trump's son #Barron had #coronavirus, says first lady  
"
565,"Trump exige a Biden que revele de ""inmediato"" el supuesto delito de tráfico de influencias de su hijo Hunter -       
","Did they leave? Did those celebrities leave back in 2016 when #Trump won the #US Presidency?  Tommy Lee says he'll leave the US if Trump wins  "
566,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","people really need to look deep within themselves and ask themselves if they want #Trump's way of doing things with just another corporate rich guy in office benefiting himself and screwing them"
567,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","Donald Trump is the ultimate COVID-19 denier.     "
568,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","With #Trump you've always got to follow the $$$.. he seems to find them.   "
569,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","#Trump just said he would land the first woman on the moon and the first man on mars. Has he said this before?"
570,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","WATCH Barry County Sheriff Dar Leaf whacko ""remarks"" saying plot to kidnap Gov Whitmer a ""citizen's arrest"" w comment from Michigan AG Nessel HERE👉   The #terrorists had the wrong ""tyrant.""  Set Donald #Trump ""adrift."" #MakeaPlan, #VOTES and #VOTEBiden!  
"
571,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","#Trump: When I was here, NASA was practically closed and now it's the pre-eminent scientific location in the world by far.  He seems to think NASA is a theme park.
"
572,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
"," Wow! Now I’m a little more Impressed with #Trump being able to retain “Person, Woman, Man, Camera, TV” 
"
573,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","Trump Mocks Seniors While Looting Their Medicare Funds! WATCH &gt;&gt;&gt;   via     "
574,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","Hey  please tell us what happened here.  This guy did nothing but take off his mask while eating as confirmed by witnesses.  We're your stewardesses descriminating because he was black or because of the #trump hat?  "
575,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","Not sure why so many are upset that some uneducated, barely literate rapper who calls himself #IceCube is a #Trump supporter.  Stop worshipping silly celebrities and teach your kids to admire self made billionaires. They'd be a lot better off. Ghetto trash never interested me.🇺🇲
"
576,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","  Cult of     "
577,"Contra todo pronóstico, #DonaldTrump salió de hospital días después de confirmar su contagio de #coronavirus 🤔 🦠🏥 El doctor Juan Rivera revela detalles sobre su tratamiento milagroso 🎥  
","   Yeah. And remember, #Trump got extra points for reciting them in the right order! He really rocked this dementia test.
"
578,"Bajo fuego twitter por las multiplicidad de denuncias contra #Biden. Intereses de diversa factura están sacudiendo las expectativas de un lado y del otro. Pero, #Trump parece encontrarse favorecido por ellas.
","The U.S. State Department has submitted a proposal for the #Trump administration to add #China's #AntGroup to a #TradeBlacklist.  The #FinancialTechnology firm could potentially give the #Chinese government access to sensitive #banking #data of U.S. users.  "
579,"#Biden siento decirte que no podrás contra #Trump.  Sólon por el.simple hecho, de que Trump, es Comerciante.. Un viejo comerciante.   Y que mejor venderse el mismo!!      
","Take a break and check out   for the best uncensored &amp; unscripted internet TV.   It's free of charge, and available on a variety of platforms!   #NSS | #NHL | #NBA | #MLB | #NFL | #Sports | #Entertainment | #Trump     
"
580,"📌 #Trump se niega a explicar a quién le debe dinero, tras reporte de  sobre su deuda millonaria  👉🏻       
","Now it’s clear!When ineptness has pass the level of “abject madness”, then “herd immunity” spread can be one’s irresponsible intentions. The “#JimJones phenomenon” by #Trump supporters is now evident. This is a “vaudeville tour” for the “rush” of adulation &amp; constant incantation.
"
581,"#Trump se niega a explicar a quién le debe dinero, tras reporte de  sobre su deuda millonaria  👉🏻        
","#Trump threatens to never go back to Iowa if he doesn't win the state.  Hear that Iowans? You never have to see him again--all you have to do is vote for Biden!"
582,"Trump asegura que lleva años denunciando el supremacismo blanco     ","  Why are you not getting Trump's taxes? Articles are saying you will not go forward with subpoena,​ waiting to allow #Trump to appeal or something??? Any legal peeps out there want to help out? Get his taxes what's going on?  
"
583,"En los próximos días junto a mis compañerxs de la  les mantendremos informados minuto a minuto sobre las elecciones presidenciales de Estados Unidos a través de  👈🏽 y del #USA20UNAM sígannos mucho por favor!   ","#POTUS #Trump is great at reading teleprompters but he is terrible at being President"
584,"Hijo menor de Trump también da positivo en coronavirus      ","  #Trump was #impeached because he tried to have these crimes investigated, out of public interest. If only the #Democrat mafia didn't hold the majority in the House and put their party before their country.     
"
585,"Es sin llorar #Election2020 #Trump #Biden #BidenCrimeFamily      ","   I'm embarrassed for  thinking #Trump will actually care after the election."
586,"Ese #Trump Todavía tiene ritmo 😂🕺  ","#TimRobbins to Launch #Trump #Satire and #Podcast ‘Bobbo Supreme’        "
587,"#Trump mintiendo sobre la gravedad del   ","❓❔❓❔ #Four #Important #Questions:  1.  Did #DonaldTrump, #MelaniaTrump, &amp; #BarronTrump ever really have #COVID19?   2.  Did #Melania actually #Write this #Report?  3.  R U #Saying ""#EnoughIsEnough!!!""?  4.  #DidYou/#WillYou #VoteBidenHarris2020?    
"
588,"🇺🇸 ¿Quién lleva la delantera en las encuestas electorales?   👉  nos cuenta los estados claves que #Trump y #Biden necesitan ganar el 3 de noviembre  "," Wow! Now I’m a little more Impressed with #Trump being able to retain “Person, Woman, Man, Camera, TV” 
"
589,"Si #Trump cree que vinculando a quienes han combatido el narcotráfico en México va a ganar las elecciones, está perdido los muertos por la mal llevada política contra el #Coronavid19 no reviven y en los estados donde antes había ganado hay más muertos  
"," #Trump California"
590,"Hijo menor de Donald Trump también da positivo de coronavirus.   ","...you do realize #Trump declined to debate, right? So why would you reward him for acting like a 3 yr old??? #BoycottNBC #Vote #VoteHimOut #  
"
591,"🇺🇸🗳 #Trump vs. #Biden este 3 de noviembre. Sigue la mejor cobertura de las elecciones de Estados Unidos por .   ","Were Guests at Trump’s Illegal White House Event Paid and Required to Sign NDAs? No, though some had their travel expenses covered by a private organization...#Trump..#GOP..
"
592,"📣 ""Porque he hecho un gran trabajo"": #Trump responde a la última pregunta del foro sobre por qué debería ser reelecto.  ➡️       
","So what's the difference between Ice cube saying ""I ain't never fucking with Trump"" &amp; he is with his admin.   And Kim working with #Trump to pardon ppl from jail. #BlackTwitter   The ""I ain't fucking with him"" part.  
"
593,"   Ojalá y gane #Trump, porque si gana Biden. Es capaz de perjudicar las acusaciones a ti amiguis 
","#Trump: WE'VE DEFEATED FASCISM!  Then why are you still here??"
594,"#REGENERON  El tratamiento que #Trump recomienda   Científicos ecuatorianos desarrollan medicamento contra la CoVID19  “Cuando la pandemia comenzó y el virus se ensañó con #Guayaquil, ellos quisieron hacer un estudio y se encontraron con “mucha burocracia”  
","#Trump base is looking a lot like 2016... Motivated &amp; hungry. Let's see how many stay home bc of the wack ass #Democrats.  "
595,"🇺🇸 #Decision2020: Nuestra corresponsal en #Washington  habla con  sobre las promesas migratorias de #Trump y #Biden.   Te contamos qué ofrece cada candidato. ⬇️  ","Hey #Trump I'm an unlikely suburban #BlackWoman &amp; I didn't like u when u came down the elevator &amp; I dislike you even more now so don't even ask again  Pack your shit because I want your big racist ass out of the WH ASAP You got that? I'm voting #Democrats /"
596,"🤦🏻‍♂️ #EU le pertenecerá a #China si #Biden gana elección presidencial:    ","Were Guests at Trump’s Illegal White House Event Paid and Required to Sign NDAs? No, though some had their travel expenses covered by a private organization...#Trump..#GOP..
"
597,"Esto lo hizo su Presidente #Trump Ocho millones de personas han caído en la pobreza en Estados Unidos por la pandemia     "," Wow! Now I’m a little more Impressed with #Trump being able to retain “Person, Woman, Man, Camera, TV” 
"
598,"Que mercado más aburrido, como si estuviéramos en una taza de leche flotando... Trumpeta tírate un tweet cualquier cosa... 
","#Trump LIED????  You're KIDDING ME!!!!!! Trump is playing games with his supporters AND THEY DON'T EVEN KNOW IT'S A GAME!!!!!    "
599,"#AMPLIAMOS | #Biden dice que #Trump es el hazmerreír en la #ONU y crítica que en la crisis de la pandemia estuviera más pendiente del mercado de valores    ","#trump is coming to my town on Friday for a private event. #TrumpIsASuperSpreader ."
600,"|#Internacional | Mike Pence pide “cuatro años más” para Trump Amplía aquí       ",". Your network is sick for scheduling #Trump’s Town hall during #Biden’s slot on ABC after Trump turned down a remote debate which even Nixon did with Kennedy! “You” are rewarding Trump."
601,"   Es como #Trump que se inventa enfermedades para empatizar, pero sigue siendo un miserable
","  We all know Melania doesn't care or give a shit about Iowa!! Just like she doesn't care or give f#ck about White House Xmas decorations!! #BoycottNBCTownHall  #Trump it's all about HIM!!        "
602,"Cuando salió el escándalo de la trama rusa en contra de #Trump, Facebook y Twitter no censuraron la información que se filtró, ¿pero ahora si lo hacen? 🤔  Dicen por ahi que si piensas mal acertarás y esta es una situación atípica donde todos debemos pensar mal.⏬🤔
","No life signs from #Trump in the last 3 hours. Failure."
603,"¿Regalo #para Florida? #Trump #aprobaría #pronto #importación de #medicamentos de Canadá  #mypressnews #myhealthfunda #styleupnow #magplanet.com     "," Wow! Now I’m a little more Impressed with #Trump being able to retain “Person, Woman, Man, Camera, TV” 
"
604,"Si nos conviene q NO gobiernen los DEMOCRATAS en #EEUU si los REPUBLICANOS son corruptos los DEMOCRATAS SON LO DOBLE, por eso  es la mejor OPCIÓN, Además como dice  #Trump ES PATRIOTA Y NACIONALISTA como  
","#Trump is into the ""We are one [thing]. That means we're almost done. And the exit music will be....
"
605,"📌 #Trump dice que su Administración “está negociando” una medida migratoria y repite promesa de ayudar a dreamers.  ➡️       "," #Trump treated U.S. like his businesses. He borrowed a lot, spent too much, paid too little in taxes, used the federal government to line his own pockets, subsidize his kids, &amp; treat friends. Then there were the moronic tariffs... He wasn't a good businessman... or president.
"
606,"Cuando  sugiere que #Trump puede perder, tiene un orgasmo en cámara.  #Trump2020NowMoreThanEver 🇺🇸  
"," They made the #TrumpRussia-hoax the ""Big Story"" for over 2 years, in almost all media and what happened?  NOTHING! And thereafter the media moved on like they had no explaining to do!  #BidenGate #HunterBidenEmails - #FourthEstate (#Died?) - 
"
607,"🇺🇸Pence pide “cuatro años más” de #Trump para mantener las sanciones a Cuba     ","#Corrupt is sided with the #corrupt &amp; has been #evident ever since #TRUMP #exposed them as #fake #news #makers This is #Media #Retaliatory #hate #USA   They are like the shows like the view dividing &amp; destroying the #USA intentionally but full of #hate driving them    "
608,"DEBATE Y ESCÁNDALO. No hubo debate presidencial entre #Trump y #Biden.Ambos respondieron entrevistas. Crece el escándalo por correos que revelarían actividades ilegales de Hunter Biden, hijo del aspirante demócrata Joe Biden.      
","Twitter has a problem with the truth. It's Ok to leak President Trump tax returns. But, Twitter blocks Joe Biden &amp; Hunter Biden emails showing epic corruption and video of Hunter Biden doing cocaine and screwing hookers.     
"
609,"#JoeBiden, candidato demócrata a la Presidencia de #EstadosUnidos, lidera por 11 puntos a #DonaldTrump, actual mandatario de #EU, a menos de tres semanas de las elecciones, según una encuesta hecha por los medios The Wall Street Journal y #NBC, la cual fue publicada este jueves.  
","No  - #Trump is NOT taking #Pennsylvania this time. It was a fluke in 2016 but now the ""suburban women"" including myself are going to show him who's boss. 
"
610,"  Mañana voy a ver al Presidente #Trump en Macon Georgia. Oren por mi visita. Compartiré muchas fotos con ustedes.  "," #Trump already has a library. It's the warehouse where all the copies of Art of the Deal that he purchased are stored.  "
611,"La primera dama de los Estados Unidos, Melania #Trump, anunció que dio negativo para el coronavirus, al tiempo que reveló que su hijo, Barron, dio positivo a la evaluación de #covid-19. 🦠😷   
","Frontline’s look at the rise of #Trump and #Biden is on now and fascinating. "
612,"Presidente #Trump que caiga quien tenga que caer. Eso si es un presidente de verdad, no como el inútil que tenemos.
","#Debates2020  Remember When #Trump Brought Up #HunterBiden  #JoeBiden2020 Was Like How Dare You Talk About My Son Beau Biden He Served His Country and ... #Trump Is Like No I Was Talking About #Hunter  #JoeBiden Is Like Oh That One!  Give Him A Point "
613,"Trump insiste: ""La cura no puede ser peor que el problema""     
"," sourcing has raised questions about the authenticity of the #HunterBiden files. It obtained the laptop's hard drive from Giuliani, personal lawyer to #Trump — and his office said it obtained the hard drive from an anonymous repair shop owner.  
"
614,"Donald Trump 2020🇺🇸 debe ser el presidente de Usa porque joe biden siempre esta dormido 😂      ","#Trump is malignant narcissism writ large.  "
615,"🇺🇸 #Decision2020: El presidente  respondió preguntas de los votantes en el #TownHall de nuestra cadena hermana .   👉  y nuestra corresponsal política  nos dan un análisis del foro de #Trump en 3 minutos.  ","Watch Biden’s town hall &amp; drive up Biden’s ratings to make #Trump CRAZY! You can watch the Trump highlights the next day if you like.  "
616,"Durísimo el interrogatorio a #Trump por #NBC, muy bueno. Aburrida la entrevista a #Biden por #ABC, intrascendente.
","Another dumbass in the hospital.  Another #Trump supporter learns the hard way.    "
617,"Ojo: la detención, mediante investigación de la DEA, del General Salvador Cienfuegos, bien podría, sumada a la de García Luna y a la MUY posibe del criminal más peligroso () representar la reelección del Presidente 🇺🇲 Donald #Trump.
","YMCA AGAIN.  Nobody ever show #Trump the lyrics, okay?
"
618,"En especial de terror, #LosSimpson dan 50 motivos para no votar por #DonaldTrump ➡️  les contamos de la nueva Casita del Horror
","— #ServingWhileBlack — This is U.S. Rep. #JahanaHayes, the 1st Black Congresswoman From the State of #Connecticut. While Having a Virtual Town Hall Meeting She Was Attacked By Pro-#Trump #Racists Who Called Her the N-word.    Read here at:    / #WhileBlack /  
"
619,"El presidente Donald Trump respondió preguntas en el Pérez Art Museum en Miami, en donde habló acerca del COVID-19 y su reciente contagio, la economía, la votación por correo, y sobre su nominada a la corte, Amy Coney Barrett.     
"," #Trump ‘s supporters won’t see other country’s policies !!!!  Facial mask is basic when outside in korea. Prevention is the best cure for me and others ❗️"
620,"📣 El hombre que creó el museo donde #Trump hizo su foro en #Miami apoya a #Biden   Fue en el , una instalación artística que lleva el apellido de Jorge Pérez, un negociante que en el pasado dijo que era “amigo” del presidente.   👉🏻      
","Don Jr 2024 hats #Trump   "
621,"Una máquina de mentiras y Sanciones #Trump con sus políticas nefastas, aquí ahí un pueblo Unido     
","#Trump pleading for suburban women to 'like' him, is hilarious.   Perhaps you shouldn't have 'grabbed' other women in your past.
"
622,"#DonaldTrump luce evasivo y #JoeBiden errático durante eventos televisados simultáneos ► ","#Trump vs #Hollywood ,  , ,   et al. talk Trump and Hollywood in new doc trailer: 'They just don’t like the man'  
"
623,"👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en .  ","#Trump vs #Hollywood ,  , ,   et al. talk Trump and Hollywood in new doc trailer: 'They just don’t like the man'  
"
624,"China 🇨🇳 es la responsable de todas las muertes por COVID en el mundo. Solo #Trump tiene el valor y la inteligencia para decirlo y saberlo.  "," Yep. Ones with integrity who don’t tolerate a corrupt #Trump administration."
625,"Sobre detención de #Cienfuegos: -Podría ser para subir bonos de #Trump -Casi se hizo en viernes y hubiera Sido 'sabadazo' restándole impacto","#Republicans have a problem with abortions and IVF but they don’t have a problem with stem cells from fetus’s being used to make the #vaccine #Regeneron that #Trump allegedly used with steroids for Covid? Make it make sense?   "
626,"#TVerifica: #Trump dice que no puede publicar sus impuestos porque están bajo investigación. Eso no es así.  👉🏻      ","Both Michelle Obama and Bernie Sanders would have trounced #Trump. Instead, the #Democratsdo what they always do, fuck up the lay up.    
"
627,"Ya se puede vislumbrar que #Trump ni de lejos es un empresario de ÉXITO y mucho menos el GESTOR EFICIENTE de una primera potencia mundial como EEUU, en todo caso pudiera tener fortuna como ANIMADOR de espectáculos televisivos ⤵️ ⤵️ ⤵️  
","🇺🇸🇺🇸🇺🇸  #Vote2020 #VoteTrump #FourMoreYears #VoteRed #MAGA2020LandslideVictory #DonaldTrump 🦅🦅🦅  "
628,"📣 Esta noche rumbo a  #Election2020 en cadena 📺  preguntaron a #TrumpCovid si no cree que subestimó #COVID__19 Responde que no, que sabía de amenaza pero no quiso aterrar a sociedad diciendo: morirán. Le preguntan: no había punto medio? #Trump dice: no hay punto medio.
","   Deflection again!Trump must release immediately his tax returns, financial records&amp;the DNA sample which was requested as evidence in a   is also important to see  to whom he owes the millions of Dollars.A national security threat!  
"
629,"🇺🇸 #Twitter suspende por varias horas la cuenta de la campaña electoral de      ","In addition to improving the existing #ObamaCare plan, #Trump is preparing an even better #healthcare plan, called the “America First Health Care Plan”.   My next tweets will highlight some of its features.       
"
630,"🇺🇸🗳 #Trump vs. #Biden este 3 de noviembre. Sigue la mejor cobertura de las elecciones de Estados Unidos por .   ","#Trump is doing so much clapping for himself and sooo much dancing. All that's missing now is for Ted Cruz to be out there twirling for freedom alongside him."
631,"Mientras #Trump participaba en un foro público en Miami, el demócrata #Biden apareció en un encuentro en Filadelfia. En el foro, Biden denunció el manejo por parte de la Casa Blanca del virus que ha cobrado más de 215,000 vidas en EEUU.   
"," “They don’t their housing values going down. They don’t want a low income housing project built in the middle of suburbia.” Small reminder what a vile piece of work #Trump is. Ugh!"
632,"📌  ""Las elecciones del 3 de nov. en #EEUU se dan en un clima de odio y división del país y no debe descartarse violencia de los partidarios armados de #Trump en caso que este pierda""   Por   🔸🔸 Leer más👇🏾      
"," Many people feel that if you could stop #Trump's rallies you would, but you only have control over your own little world. It seems to some people that you're doing as much as you can to sway the election. Are you?
"
633,"#DonaldTrump #EleccionesEstadosUnidos Donald Trump, sobre el coronavirus en EEUU: ""Estoy haciendo un trabajo increíble""    
","  MAKE AMERICA GREAT AGAIN!   #FemTech #IT #IoT #AI #FinTech #WomenWhoCode #womenintech #Trump #ElectionTwitter #UnitedStates #トランプ大統領 #ChinaVirus     "
634,"Lo unico que le doy es cuando acusa a #Trump de ""Trump’s era of chest-thumping partisan tribalism"". Por lo demas, este articulo confirma que el Comunismo es una amenaza real para #EEUU y que hay una base de jovenes y gente harta de los Oligopolios Farmaceuticos abierta a la idea.  
","#LIES by #Trump - as of January 2021 the projection of death due to #Covid19 is at 410,000 people - Trump not only dropped the ball on the virus, but still has no plan and declined a multi-country approach to arrange a vaccine plan.     
"
635,"➡️ Estados Unidos sobrepasa los 8 millones de casos de #coronavirus.  ➡️ #Trump y #Biden participaron en foros simultáneos y respondieron preguntas de votantes indecisos.   ➡️ Arrestan en #LosÁngeles al exsecretario de Defensa mexicano #SalvadorCienfuegos.  Más noticias 👇🏻  ","#DonaldTrump and #JoeBiden will hold their own town halls on NBC and ABC respectively at 5.30 am IST on Friday | via    "
636,"  por favor vean el video. PLEASE WATCH THE VIDEO         ","#HealthAlert‼️🚨 #Trump #COVID19 #SuperSpreader #Selma #NorthCarolina #BoycottSelmaNC‼️ #GrabYourWallet              #TrumpToll 221,798 victims
"
637,"#Trump pensaba que tendría ""una hora de televisión gratis"" en el town hall de NBC. Se equivocó. Savannah Guthrie, que antes de periodista fue abogada, fue implacable ante las falsedades. Y Trump volvió a ser incendiario al rechazar condenar a #QAnon.   
"," Not fair at all, but then nothing about #Trump is fair! 
"
638,"Dejan a #Trump sin su arma más poderosa tras hallarle ""mentira""     
","   2/2: Hence, #Trump cancelling anti-bias and diversity training; cultural education, etc. The OPPOSITES of Fascism: Democracy, anti-fascism, and liberalism. You are the one who needs an education.
"
639," Ok, igual #Trump dice que está muy preocupado 🤭🤭  
","OMG! Oh my Gawd. Oh my Gad. Sometimes it’s pronounced Gud.   #Trump is an idiot!!  "
640,"Hijo menor de Trump también da positivo en coronavirus    ","Presidential debate: #Trump’s insult to #Biden family is disgusting      "
641,"Tremendo descontón para López  y su incondicional   A ver con qué idioteces nos salen mañana.  #Trump, ganándose el voto de los mexicanos que pueden votar en E.U.  
","State of the race in TEXAS as of 10/14/2020  Polling Average:  Trump 48.4% (+0.0% from yesterday) Biden 46.9% (-0.1% from yesterday)  Win probabiity:  Trump: 68.9% (+0.4% from yesterday) Biden: 31.1%   Source: FiveThirtyEight     "
642,"#Trump alardea en mitin que Cuerpo de Alguaciles ejecutó a manifestante sin querer arrestarlo👉👉👉       ","#IceCube worked with #Trump administration on 'Platinum Plan' for black America   via "
643,"#Trump refuses to denounce    ","   Here’s an idea, since  has decided to give #DonaldTrump town hall coverage across three channels,      should carry  town hall with .    
"
644,"Donald Trump, sobre el #coronavirus en EEUU: ""Hemos hecho un trabajo increíble""     
","#Trump campaigned in #IowaRally #Iowa this evening #Trump2020 #Election2020 #elections #MAGA 🇺🇸  "
645,"#Atencion “El fiscal federal adjunto deja el Departamento de Justicia después de 36 años debido a la 'obediencia servil de #BillBarr (fiscal general), el perro faldero a la voluntad de #Trump'”  
","I was voting for Biden but this changed my mind to Trump   via  "
646,"🇺🇸#Decision2020: Esta en manos de #Florida si  es reelegido el próximo 3 de noviembre.   👉 El estado cuenta con 29 votos electorales que definirán si #Trump es presidente por segunda vez.    y  de  nos cuentan.  ","Here's Malcolm X's actual words for all the people using him against    Crazy how relevant this is still today!          "
647,"Para mí una de las mejores razones para apoyar a  desde las internas del #GOP de 2015 fue que sacó de carrera al inútil del Jeb Bush, desde entonces, ese clan tan nocivo para la historia de #USA, no se lo perdona y son capaces de votar a #BLM antes que a #Trump.  
","🤣🤣  said, ""There is nothing worse than a corrupt politician."" 🤣🤣  #Trump would know.  
"
648,"🇺🇸 El segunda cara a cara electoral entre #DonaldTrump y #JoeBiden quedó quedó cancelado después de que el republicano se negase a celebrarlo en remoto tras infectarse de coronavirus  ","Re : #PlatinumPlan 🤑  Since the Almighty Platinum Plan is from *Prez #Trump, how soon will this financial idea go bankrupt like all the other Trump business plans?  #IceCube 🤦🏽‍♂️ | 
"
649,"No se todavía por quien votar por #Trump o por   ??","Great, so ANYTHING involving #Trump 's tax returns will also be squashed? Because HE sure as hell didn't authorize them being released.  
"
650,"#Trump expone a una insportable progreperiodista: ""Me preguntan siempre a mi sobre los supremacistas blancos pero ni una palabra a #BIDEN sobre #ANTIFA?""   
","#MoscowMitch McConnell has written off #Trump, it's now all about preemptively crippling the #Biden administration  
"
651,"Solo unas horas antes, #Twitter se vio envuelta en polémica por su decisión de suspender por varias horas la cuenta de la campaña de reelección de    
","‘Superspreader’ billboard takes aim at Trump ahead of Des Moines rally..#Trump..#GOP..   "
652,"Los foros separados de #Trump y #Biden, que reemplazaron al tradicional debate, simbolizaron un país polarizado y dividido.   ➡️  te cuenta lo más llamativo de la noche.  
","                                             Go ahead .. it's as credible as #Trump is ... #NOCredibility. The funny thing to me is that the  and Trump claimed spying, the #DurhamReport rightfully calls ""bullsh*t"" now a miraculous reveal .. who's doing the spying again? (LOL).   
"
653,"En la NBC *insisten* en tratar de hacer ver a #Trump como un ""supremacista blanco"" vienen intentandolo hacer desde hace 4 años... funcionará ahora a dos semanas de las elecciones????????  
","‘Superspreader’ billboard takes aim at Trump ahead of Des Moines rally..#Trump..#GOP..   "
654," Pobre ignorante, #Trump ha de estar cansado de gobernar en dos paisds el extradito al Chapo, detuvo a Luna y ahora la #DEA fue tras Salvador Cienfuegos. El #Cacas no hace nada
"," In #America today identifying yourself as a #Patriot makes you a target for the #RedicalLeftistGroups like #Antifa, #BlackLivesMatter as well as others who wish to shame #Conservatives. I am proud to call myself a #Pattiot and I am a #Deplorable #Trump supporter.
"
